ID,CARGO,REGION.ID,TERRITORIO.ID,CANDIDATO.ID,ANO,PARTIDO.ID
580,ALCALDES,9,309,816,2021,38
581,CONCEJALES,5,479,4452,2021,3
582,CONVENCIONALES CONSTITUYENTES,13,18,16095,2021,5
583,CONCEJALES,5,156,3149,2021,38
584,ALCALDES,13,237,1128,2021,13
585,CONCEJALES,14,397,14162,2021,2
586,DIPUTADOS,10,66,16784,2013,13
587,ALCALDES,5,396,313,2021,38
588,CONCEJALES,9,458,9122,2021,22
589,CONSEJEROS REGIONALES,3,159,17111,2013,38
590,DIPUTADOS,4,72,16598,2013,1
591,CONSEJEROS REGIONALES,14,467,19587,2017,38
592,CONCEJALES,14,267,14020,2021,0
593,CONCEJALES,13,454,13757,2021,38
594,CONCEJALES,6,212,4802,2021,2
595,CONCEJALES,13,383,13090,2021,38
596,CONCEJALES,5,407,4084,2021,4
597,CONCEJALES,13,229,11448,2021,1
598,CONCEJALES,13,278,12138,2021,1
599,CONCEJALES,13,221,11294,2021,38
600,CONVENCIONALES CONSTITUYENTES,14,30,16282,2021,38
601,CONCEJALES,13,293,12240,2021,38
602,CONCEJALES,13,155,10998,2021,2
603,CONCEJALES,8,266,7570,2021,38
604,CONCEJALES,6,432,5734,2021,8
605,CONCEJALES,7,157,5902,2021,6
606,CONCEJALES,9,458,9116,2021,8
607,ALCALDES,9,82,743,2021,38
608,CONCEJALES,13,232,11539,2021,15
609,CONCEJALES,8,446,7946,2021,38
610,CONSEJEROS REGIONALES,9,118,19258,2017,2
611,CONCEJALES,5,479,4419,2021,43
612,CONSEJEROS REGIONALES,7,172,17421,2013,0
613,ALCALDES,16,409,1408,2021,38
614,CONCEJALES,7,289,6186,2021,38
615,CONSEJEROS REGIONALES,7,117,5763,2017,13
616,CONCEJALES,5,195,3200,2021,3
617,CONSEJEROS REGIONALES,4,197,2562,2017,38
618,CONSEJEROS REGIONALES,6,99,4806,2017,10
619,CONCEJALES,13,191,11116,2021,38
620,ALCALDES,5,356,281,2021,38
621,CONCEJALES,7,427,6660,2021,38
622,CONCEJALES,6,343,5260,2021,2
623,CONCEJALES,5,94,2945,2021,16
624,CONVENCIONALES CONSTITUYENTES,4,58,15274,2021,38
625,ALCALDES,13,244,1130,2021,8
626,CONCEJALES,10,374,10100,2021,38
627,CONCEJALES,5,327,3651,2021,38
628,CONSEJEROS REGIONALES,10,256,909,2017,18
629,CONCEJALES,7,295,6263,2021,38
630,CONSEJEROS REGIONALES,8,91,8101,2013,38
631,CONCEJALES,13,336,12567,2021,8
632,CONSEJEROS REGIONALES,5,470,17308,2013,8
633,CONVENCIONALES CONSTITUYENTES,13,17,16058,2021,13
634,DIPUTADOS,13,21,16812,2013,8
635,CONSEJEROS REGIONALES,1,225,16996,2017,46
636,CONCEJALES,13,121,10847,2021,3
637,CONCEJALES,14,267,14011,2021,38
638,ALCALDES,5,369,288,2021,38
639,CONCEJALES,10,362,9919,2021,8
640,DIPUTADOS,13,23,16832,2013,15
641,CONCEJALES,8,304,7705,2021,38
642,CONCEJALES,13,258,11923,2021,8
643,CONCEJALES,6,393,5577,2021,10
644,CONCEJALES,6,343,5251,2021,38
645,DIPUTADOS,2,36,18197,2017,17
646,CONSEJEROS REGIONALES,3,159,18884,2017,38
647,CONSEJEROS REGIONALES,4,197,2472,2017,6
648,CONCEJALES,13,318,12424,2021,38
649,ALCALDES,7,445,595,2021,1
650,CONCEJALES,13,358,12874,2021,38
651,CONCEJALES,7,171,5931,2021,38
652,DIPUTADOS,8,54,16735,2013,3
653,DIPUTADOS,7,22,18357,2017,10
654,CONVENCIONALES CONSTITUYENTES,13,72,16193,2021,45
655,CONCEJALES,13,435,13682,2021,13
656,CONSEJEROS REGIONALES,5,413,4142,2013,6
657,CONVENCIONALES CONSTITUYENTES,13,72,16177,2021,38
658,CONCEJALES,13,358,12854,2021,0
659,DIPUTADOS,3,47,16579,2017,13
660,SENADORES,7,13,18136,2017,38
661,CONCEJALES,9,478,9305,2021,4
662,DIPUTADOS,5,69,3436,2017,38
663,CONVENCIONALES CONSTITUYENTES,11,33,15827,2021,2
664,ALCALDES,2,85,28,2021,1
665,CONSEJEROS REGIONALES,13,440,12069,2013,7
666,CONCEJALES,3,203,2184,2021,13
667,CONCEJALES,1,225,1536,2021,8
668,CONCEJALES,9,391,8969,2021,38
669,DIPUTADOS,2,47,16571,2013,13
670,DIPUTADOS,3,47,16580,2017,0
671,CONCEJALES,13,155,10990,2021,1
672,CONCEJALES,5,230,3348,2021,22
673,CONCEJALES,16,306,14746,2021,3
674,DIPUTADOS,11,33,18531,2017,8
675,CONCEJALES,13,232,11459,2021,48
676,SENADORES,11,4,18157,2017,38
677,CONCEJALES,4,222,2490,2021,38
678,CONCEJALES,5,384,3973,2021,6
679,CONCEJALES,9,319,8782,2021,35
680,CONSEJEROS REGIONALES,5,227,3327,2017,38
681,CONVENCIONALES CONSTITUYENTES,13,15,15934,2021,38
682,ALCALDES,4,317,154,2021,3
683,CONSEJEROS REGIONALES,8,90,19170,2017,1
684,CONSEJEROS REGIONALES,10,316,19346,2017,38
685,CONCEJALES,4,317,2720,2021,8
686,DIPUTADOS,9,60,16760,2013,38
687,CONCEJALES,16,422,15055,2021,3
688,CONCEJALES,9,341,8821,2021,38
689,CONSEJEROS REGIONALES,10,316,19343,2017,38
690,CONVENCIONALES CONSTITUYENTES,7,22,15513,2021,38
691,CONCEJALES,4,108,2355,2021,2
692,CONCEJALES,11,400,10438,2021,3
693,CONCEJALES,10,374,10094,2021,38
694,CONCEJALES,4,474,2876,2021,3
695,CONCEJALES,5,307,3580,2021,38
696,CONCEJALES,12,95,10462,2021,13
697,CONCEJALES,11,241,10389,2021,38
698,CONCEJALES,9,319,8808,2021,13
699,CONCEJALES,13,155,10965,2021,3
700,CONCEJALES,15,106,14385,2021,35
701,CONCEJALES,14,322,14104,2021,3
702,CONCEJALES,13,244,11770,2021,38
703,CONSEJEROS REGIONALES,8,308,19246,2017,6
704,ALCALDES,8,217,657,2021,1
705,CONSEJEROS REGIONALES,8,153,7075,2017,5
706,ALCALDES,13,337,1198,2021,3
707,CONSEJEROS REGIONALES,1,225,18736,2017,23
708,CONCEJALES,10,173,9525,2021,38
709,CONCEJALES,10,80,9349,2021,38
710,CONCEJALES,13,336,12576,2021,33
711,CONSEJEROS REGIONALES,15,88,18041,2013,1
712,CONCEJALES,3,159,2134,2021,38
713,CONVENCIONALES CONSTITUYENTES,2,36,15199,2021,38
714,CONCEJALES,9,449,9085,2021,4
715,CONSEJEROS REGIONALES,8,91,17489,2013,1
716,CONCEJALES,13,278,12167,2021,38
717,CONVENCIONALES CONSTITUYENTES,3,47,15221,2021,38
718,CONCEJALES,5,327,3643,2021,38
719,DIPUTADOS,13,26,16848,2013,1
720,ALCALDES,9,165,760,2021,38
721,CONSEJEROS REGIONALES,7,172,6424,2017,44
722,CONCEJALES,7,117,5764,2021,6
723,CONCEJALES,13,92,10714,2021,49
724,CONVENCIONALES CONSTITUYENTES,9,29,15713,2021,38
725,CONCEJALES,13,310,12348,2021,2
726,CONSEJEROS REGIONALES,13,440,11538,2017,3
727,CONCEJALES,13,435,13606,2021,8
728,CONCEJALES,13,232,11483,2021,0
729,CONCEJALES,8,266,7509,2021,8
730,CONCEJALES,5,384,2759,2021,38
731,CONCEJALES,8,97,6988,2021,38
732,CONSEJEROS REGIONALES,13,438,11193,2017,7
733,CONCEJALES,9,309,8764,2021,38
734,CONSEJEROS REGIONALES,1,225,16997,2013,42
735,CONCEJALES,7,417,6606,2021,10
736,CONCEJALES,6,363,5400,2021,38
737,CONCEJALES,4,238,2595,2021,22
738,CONSEJEROS REGIONALES,14,387,17964,2013,3
739,DIPUTADOS,5,71,18295,2017,18
740,CONCEJALES,13,332,12540,2021,47
741,CONCEJALES,5,94,2938,2021,38
742,CONSEJEROS REGIONALES,1,225,17004,2013,38
743,CONCEJALES,7,389,6419,2021,16
744,CONCEJALES,9,202,8449,2021,38
745,CONCEJALES,16,463,15067,2021,38
746,CONCEJALES,13,226,11360,2021,13
747,CONCEJALES,14,239,13915,2021,22
748,CONCEJALES,12,365,10612,2021,13
749,CONCEJALES,8,243,7435,2021,8
750,CONVENCIONALES CONSTITUYENTES,8,26,15621,2021,3
751,CONCEJALES,13,278,12140,2021,2
752,CONCEJALES,13,435,13677,2021,38
753,CONCEJALES,7,445,6741,2021,8
754,CONCEJALES,6,393,5582,2021,22
755,CONSEJEROS REGIONALES,6,99,17391,2013,7
756,CONCEJALES,5,156,3179,2021,2
757,DIPUTADOS,10,32,16787,2017,17
758,CONCEJALES,5,469,4262,2021,13
759,CONCEJALES,4,270,2616,2021,8
760,CONCEJALES,9,211,8509,2021,38
761,CONCEJALES,5,114,3082,2021,38
762,CONCEJALES,6,143,4684,2021,3
763,CONCEJALES,4,270,2620,2021,38
764,CONSEJEROS REGIONALES,8,154,17552,2013,3
765,CONCEJALES,15,106,14382,2021,2
766,DIPUTADOS,3,69,16586,2013,13
767,CONCEJALES,4,317,2671,2021,38
768,CONCEJALES,3,159,2087,2021,38
769,ALCALDES,13,419,1251,2021,22
770,CONCEJALES,9,202,8463,2021,3
771,CONCEJALES,9,309,8737,2021,38
772,CONCEJALES,13,200,11228,2021,0
773,CONCEJALES,13,194,11158,2021,38
774,CONCEJALES,13,258,11975,2021,38
775,ALCALDES,10,101,888,2021,38
776,CONCEJALES,15,370,14435,2021,3
777,CONCEJALES,13,444,13707,2021,47
778,CONCEJALES,9,462,9163,2021,38
779,DIPUTADOS,4,71,16593,2013,0
780,CONCEJALES,8,446,7999,2021,1
781,CONCEJALES,13,232,11496,2021,38
782,ALCALDES,10,368,953,2021,38
783,CONCEJALES,13,359,12993,2021,1
784,CONCEJALES,14,245,13967,2021,38
785,CONCEJALES,16,129,14538,2021,38
786,CONCEJALES,5,407,4068,2021,13
787,CONCEJALES,13,274,12089,2021,8
788,CONCEJALES,12,352,10533,2021,38
789,CONCEJALES,3,468,2287,2021,3
790,CONCEJALES,9,170,8403,2021,6
791,CONCEJALES,3,102,2015,2021,13
792,CONSEJEROS REGIONALES,7,117,5763,2013,13
793,CONSEJEROS REGIONALES,1,225,16990,2013,6
794,CONCEJALES,13,92,10725,2021,0
795,CONSEJEROS REGIONALES,14,387,19565,2017,13
796,CONCEJALES,8,377,7767,2021,13
797,DIPUTADOS,4,73,16604,2013,13
798,CONCEJALES,1,219,1533,2021,38
799,CONCEJALES,8,433,7931,2021,38
800,CONCEJALES,6,273,4955,2021,22
801,CONCEJALES,13,376,13081,2021,49
802,CONCEJALES,11,164,10349,2021,16
803,CONCEJALES,9,166,8374,2021,38
804,CONCEJALES,13,337,12644,2021,6
805,CONCEJALES,7,117,5781,2021,8
806,CONSEJEROS REGIONALES,9,119,19277,2017,13
807,CONSEJEROS REGIONALES,14,387,17970,2013,38
808,CONCEJALES,5,235,3370,2021,38
809,CONSEJEROS REGIONALES,13,436,17851,2013,3
810,CONCEJALES,13,408,13322,2021,8
811,CONCEJALES,16,422,15043,2021,3
812,CONCEJALES,5,113,3048,2021,38
813,ALCALDES,13,223,1099,2021,3
814,CONCEJALES,4,364,2781,2021,3
815,CONSEJEROS REGIONALES,7,172,5990,2013,38
816,GOBERNADOR REGIONAL,8,186,16440,2021,4
817,CONCEJALES,13,428,13592,2021,38
818,CONCEJALES,13,233,11552,2021,1
819,CONCEJALES,4,270,2617,2021,8
820,CONCEJALES,2,425,1911,2021,38
821,CONCEJALES,7,262,6148,2021,38
822,CONCEJALES,8,158,7193,2021,38
823,CONSEJEROS REGIONALES,5,471,19041,2017,38
824,CONCEJALES,8,151,7150,2021,38
825,CONSEJEROS REGIONALES,13,441,17949,2013,4
826,CONCEJALES,13,337,12684,2021,8
827,ALCALDES,12,352,1024,2021,3
828,CONCEJALES,8,86,6908,2021,8
829,CONCEJALES,7,144,5824,2021,38
830,CONSEJEROS REGIONALES,15,330,19664,2017,38
831,CONVENCIONALES CONSTITUYENTES,8,26,15617,2021,38
832,ALCALDES,9,269,799,2021,13
833,CONCEJALES,2,425,1888,2021,38
834,CONCEJALES,13,236,11648,2021,1
835,CONCEJALES,5,156,3160,2021,38
836,CONSEJEROS REGIONALES,12,276,15866,2017,4
837,CONCEJALES,8,217,7341,2021,10
838,CONCEJALES,9,367,8926,2021,38
839,DIPUTADOS,13,72,18665,2017,38
840,CONCEJALES,5,469,4329,2021,38
841,CONCEJALES,6,346,5317,2021,13
842,CONCEJALES,6,386,5465,2021,10
843,CONCEJALES,5,380,3870,2021,38
844,CONCEJALES,2,425,1902,2021,38
845,CONCEJALES,13,233,11566,2021,13
846,CONCEJALES,5,469,4312,2021,43
847,CONSEJEROS REGIONALES,13,293,12243,2017,38
848,CONCEJALES,6,283,5013,2021,38
849,DIPUTADOS,2,36,18198,2017,16
850,CONCEJALES,9,458,9119,2021,3
851,SENADORES,7,13,18129,2017,38
852,DIPUTADOS,6,20,18315,2017,38
853,ALCALDES,2,100,37,2021,38
854,CONCEJALES,9,349,8863,2021,38
855,CONCEJALES,1,225,1591,2021,10
856,CONCEJALES,5,479,4481,2021,38
857,CONCEJALES,5,407,4060,2021,1
858,CONVENCIONALES CONSTITUYENTES,9,29,15741,2021,45
859,CONCEJALES,8,266,7506,2021,38
860,DIPUTADOS,8,26,18423,2017,21
861,CONCEJALES,13,419,13423,2021,0
862,CONVENCIONALES CONSTITUYENTES,13,15,15919,2021,38
863,CONCEJALES,13,358,12860,2021,38
864,CONSEJEROS REGIONALES,3,159,17110,2013,8
865,CONCEJALES,8,169,7254,2021,38
866,CONCEJALES,2,443,1918,2021,33
867,CONCEJALES,13,233,11594,2021,38
868,CONCEJALES,10,316,9767,2021,38
869,CONCEJALES,13,278,12174,2021,0
870,CONVENCIONALES CONSTITUYENTES,10,32,15797,2021,38
871,DIPUTADOS,5,15,16608,2013,0
872,CONSEJEROS REGIONALES,11,164,19377,2017,40
873,ALCALDES,10,360,939,2021,8
874,CONCEJALES,5,94,2934,2021,3
875,CONCEJALES,7,295,6255,2021,38
876,SENADORES,9,1,18148,2017,3
877,CONCEJALES,5,442,4218,2021,13
878,CONCEJALES,8,426,7860,2021,8
879,CONCEJALES,8,482,8156,2021,38
880,CONCEJALES,13,392,13224,2021,6
881,CONCEJALES,10,316,9743,2021,22
882,CONCEJALES,6,340,5227,2021,22
883,CONSEJEROS REGIONALES,8,152,19196,2017,38
884,CONCEJALES,9,269,8650,2021,13
885,CONVENCIONALES CONSTITUYENTES,10,32,15815,2021,38
886,CONSEJEROS REGIONALES,7,172,19104,2017,23
887,ALCALDES,13,167,1075,2021,1
888,CONCEJALES,8,266,7533,2021,3
889,DIPUTADOS,2,36,18191,2017,18
890,ALCALDES,5,214,229,2021,38
891,CONCEJALES,7,295,6249,2021,38
892,CONSEJEROS REGIONALES,12,276,17782,2017,13
893,DIPUTADOS,8,27,16730,2017,38
894,CONCEJALES,3,452,2260,2021,38
895,CONCEJALES,6,329,5217,2021,13
896,CONSEJEROS REGIONALES,5,379,236,2013,13
897,ALCALDES,7,403,576,2021,38
898,CONCEJALES,4,317,2701,2021,38
899,CONVENCIONALES CONSTITUYENTES,8,26,15624,2021,5
900,CONCEJALES,6,283,5030,2021,38
901,CONCEJALES,12,365,10599,2021,38
902,CONVENCIONALES CONSTITUYENTES,8,27,15643,2021,51
903,CONSEJEROS REGIONALES,13,440,19535,2017,0
904,CONCEJALES,13,355,12797,2021,38
905,CONCEJALES,16,412,14981,2021,3
906,DIPUTADOS,4,58,18243,2017,3
907,CONCEJALES,5,469,4234,2021,45
908,CONSEJEROS REGIONALES,14,467,14019,2017,4
909,CONCEJALES,13,424,13513,2021,13
910,CONCEJALES,6,343,5276,2021,38
911,CONVENCIONALES CONSTITUYENTES,16,24,16384,2021,38
912,CONCEJALES,5,477,4388,2021,48
913,CONCEJALES,7,253,6133,2021,38
914,CONCEJALES,13,358,12881,2021,1
915,CONCEJALES,6,329,5214,2021,38
916,CONCEJALES,7,405,6546,2021,38
917,CONCEJALES,7,398,6477,2021,38
918,CONSEJEROS REGIONALES,10,316,17688,2013,37
919,DIPUTADOS,13,73,18695,2017,8
920,DIPUTADOS,10,32,18515,2017,13
921,CONCEJALES,13,247,11842,2021,38
922,CONSEJEROS REGIONALES,6,98,16424,2017,16
923,DIPUTADOS,8,26,16727,2017,3
924,CONCEJALES,8,271,7603,2021,1
925,CONCEJALES,8,299,7670,2021,38
926,CONVENCIONALES CONSTITUYENTES,1,25,15144,2021,22
927,CONCEJALES,5,379,3847,2021,3
928,ALCALDES,2,443,56,2021,38
929,CONCEJALES,13,121,10849,2021,8
930,DIPUTADOS,13,23,16838,2013,7
931,CONCEJALES,2,85,1726,2021,48
932,CONCEJALES,9,367,8923,2021,6
933,CONCEJALES,13,390,13158,2021,38
934,CONCEJALES,16,412,14986,2021,33
935,CONCEJALES,8,266,7527,2021,38
936,CONCEJALES,14,207,13860,2021,6
937,DIPUTADOS,13,15,18568,2017,13
938,ALCALDES,12,354,1025,2021,3
939,CONCEJALES,6,414,5640,2021,0
940,CONSEJEROS REGIONALES,1,225,18754,2017,38
941,CONCEJALES,10,215,9639,2021,38
942,CONCEJALES,13,480,13812,2021,10
943,CONSEJEROS REGIONALES,3,159,16410,2013,1
944,ALCALDES,14,207,1294,2021,6
945,DIPUTADOS,15,14,18720,2017,38
946,CONSEJEROS REGIONALES,9,119,19281,2017,8
947,CONCEJALES,6,363,5389,2021,38
948,CONCEJALES,13,359,13008,2021,2
949,CONVENCIONALES CONSTITUYENTES,3,47,15228,2021,2
950,CONCEJALES,13,278,12149,2021,3
951,CONCEJALES,13,233,11553,2021,8
952,CONCEJALES,10,204,9561,2021,38
953,ALCALDES,4,160,120,2021,38
954,ALCALDES,7,405,577,2021,38
955,CONCEJALES,5,479,4507,2021,38
956,CONCEJALES,13,121,10885,2021,38
957,ALCALDES,8,158,643,2021,33
958,CONCEJALES,9,82,8199,2021,38
959,CONCEJALES,6,382,5443,2021,38
960,CONCEJALES,9,165,8324,2021,38
961,ALCALDES,13,167,1079,2021,38
962,CONCEJALES,9,261,8572,2021,6
963,SENADORES,10,6,16527,2013,0
964,CONCEJALES,14,397,14157,2021,38
965,CONCEJALES,14,207,13869,2021,38
966,CONCEJALES,9,111,8211,2021,38
967,CONSEJEROS REGIONALES,5,470,17317,2013,38
968,CONSEJEROS REGIONALES,15,88,19647,2017,12
969,CONCEJALES,10,362,9936,2021,13
970,CONSEJEROS REGIONALES,2,457,17083,2013,13
971,CONCEJALES,5,469,4238,2021,2
972,CONSEJEROS REGIONALES,3,159,16410,2017,1
973,CONSEJEROS REGIONALES,1,225,17005,2017,12
974,CONCEJALES,5,196,3251,2021,38
975,CONCEJALES,14,322,14090,2021,8
976,CONCEJALES,13,258,11927,2021,38
977,CONCEJALES,3,468,2277,2021,38
978,CONCEJALES,6,386,5498,2021,38
979,CONCEJALES,9,309,8742,2021,13
980,CONVENCIONALES CONSTITUYENTES,7,23,15561,2021,10
981,CONCEJALES,5,103,2992,2021,38
982,CONCEJALES,8,426,7820,2021,0
983,CONCEJALES,13,257,11882,2021,38
984,DIPUTADOS,6,20,17379,2017,0
985,CONCEJALES,4,270,2628,2021,38
986,CONSEJEROS REGIONALES,13,439,19520,2017,3
987,CONCEJALES,8,377,7778,2021,38
988,CONSEJEROS REGIONALES,8,154,19225,2017,4
989,CONCEJALES,7,445,6708,2021,9
990,ALCALDES,4,317,151,2021,38
991,DIPUTADOS,13,72,18670,2017,23
992,CONSEJEROS REGIONALES,7,445,19145,2017,38
993,CONCEJALES,7,445,6685,2021,16
994,CONCEJALES,7,172,5958,2021,16
995,CONCEJALES,6,386,5535,2021,43
996,CONVENCIONALES CONSTITUYENTES,5,71,15373,2021,43
997,CONCEJALES,4,474,2871,2021,38
998,CONCEJALES,7,117,5785,2021,22
999,CONCEJALES,4,150,2382,2021,35
1000,CONCEJALES,12,365,10594,2021,38
1001,CONCEJALES,13,480,13789,2021,13
1002,ALCALDES,15,88,1334,2021,11
1003,CONCEJALES,4,222,2495,2021,38
1004,CONCEJALES,13,247,11841,2021,13
1005,CONCEJALES,13,244,11771,2021,1
1006,CONCEJALES,7,417,6623,2021,10
1007,CONCEJALES,6,212,4805,2021,38
1008,CONCEJALES,6,260,4904,2021,16
1009,CONCEJALES,8,304,7690,2021,38
1010,CONCEJALES,5,196,3277,2021,6
1011,CONCEJALES,13,310,12382,2021,3
1012,CONCEJALES,13,257,11899,2021,38
1013,CONCEJALES,16,463,15074,2021,38
1014,CONCEJALES,13,435,13688,2021,47
1015,CONSEJEROS REGIONALES,11,164,19385,2017,38
1016,CONCEJALES,8,377,7773,2021,13
1017,CONVENCIONALES CONSTITUYENTES,2,36,15176,2021,38
1018,CONCEJALES,2,286,1829,2021,38
1019,CONSEJEROS REGIONALES,8,90,17487,2017,0
1020,CONCEJALES,6,297,5041,2021,0
1021,CONCEJALES,14,322,14107,2021,10
1022,CONSEJEROS REGIONALES,12,276,17749,2017,8
1023,CONSEJEROS REGIONALES,4,197,18936,2017,7
1024,CONCEJALES,9,272,8698,2021,38
1025,CONSEJEROS REGIONALES,13,277,17828,2013,1
1026,SENADORES,1,8,18089,2017,38
1027,CONCEJALES,13,392,13261,2021,35
1028,CONSEJEROS REGIONALES,9,119,9246,2017,40
1029,CONCEJALES,7,125,5812,2021,38
1030,CONCEJALES,13,232,11457,2021,5
1031,CONCEJALES,13,323,12439,2021,38
1032,DIPUTADOS,13,16,12932,2017,0
1033,CONCEJALES,8,266,7508,2021,0
1034,CONCEJALES,13,233,5646,2021,38
1035,CONVENCIONALES CONSTITUYENTES,13,16,15965,2021,38
1036,CONSEJEROS REGIONALES,5,265,4118,2017,6
1037,CONCEJALES,9,111,8223,2021,38
1038,CONCEJALES,9,82,8205,2021,52
1039,CONCEJALES,5,396,3997,2021,3
1040,CONCEJALES,5,342,3704,2021,38
1041,CONCEJALES,9,449,9035,2021,4
1042,CONCEJALES,9,451,9103,2021,13
1043,CONSEJEROS REGIONALES,13,438,17892,2013,4
1044,CONVENCIONALES CONSTITUYENTES,5,69,15283,2021,38
1045,CONCEJALES,13,435,13617,2021,2
1046,CONCEJALES,16,409,14925,2021,1
1047,ALCALDES,4,150,115,2021,38
1048,DIPUTADOS,5,69,18263,2017,43
1049,CONCEJALES,4,234,2531,2021,38
1050,CONCEJALES,8,339,7738,2021,0
1051,CONSEJEROS REGIONALES,13,440,17913,2013,8
1052,DIPUTADOS,12,34,16462,2017,23
1053,CONSEJEROS REGIONALES,12,276,17769,2017,0
1054,ALCALDES,11,213,997,2021,8
1055,CONSEJEROS REGIONALES,1,225,16966,2013,8
1056,CONCEJALES,8,482,8153,2021,8
1057,CONCEJALES,7,253,6107,2021,38
1058,CONCEJALES,5,434,4179,2021,1
1059,CONCEJALES,7,445,6699,2021,13
1060,CONCEJALES,4,222,2508,2021,38
1061,CONCEJALES,6,149,4719,2021,38
1062,CONSEJEROS REGIONALES,6,112,17396,2017,3
1063,ALCALDES,9,473,862,2021,38
1064,CONCEJALES,5,327,3647,2021,38
1065,CONCEJALES,13,293,12307,2021,38
1066,CONCEJALES,13,293,12258,2021,22
1067,CONSEJEROS REGIONALES,13,277,19455,2017,8
1068,CONCEJALES,6,246,4841,2021,0
1069,CONSEJEROS REGIONALES,8,153,17526,2013,15
1070,CONCEJALES,8,162,7202,2021,8
1071,CONSEJEROS REGIONALES,12,276,17789,2013,38
1072,CONCEJALES,11,128,10250,2021,3
1073,CONVENCIONALES CONSTITUYENTES,6,20,15461,2021,3
1074,DIPUTADOS,13,73,18691,2017,3
1075,CONCEJALES,6,212,4775,2021,38
1076,ALCALDES,5,103,195,2021,8
1077,CONCEJALES,5,479,4447,2021,38
1078,CONCEJALES,9,211,8526,2021,38
1079,CONCEJALES,12,415,10633,2021,3
1080,CONCEJALES,9,349,8860,2021,38
1081,CONCEJALES,15,106,14348,2021,22
1082,CONCEJALES,16,378,14852,2021,13
1083,CONCEJALES,5,251,3442,2021,38
1084,CONCEJALES,13,244,11789,2021,2
1085,CONCEJALES,6,143,4671,2021,38
1086,CONSEJEROS REGIONALES,13,293,17841,2017,0
1087,CONCEJALES,9,263,8596,2021,38
1088,CONSEJEROS REGIONALES,14,467,17988,2013,3
1089,CONCEJALES,4,238,2554,2021,38
1090,CONCEJALES,13,120,10819,2021,6
1091,CONVENCIONALES CONSTITUYENTES,13,16,16016,2021,38
1092,CONCEJALES,8,446,8012,2021,16
1093,CONSEJEROS REGIONALES,6,99,1701,2017,8
1094,CONVENCIONALES CONSTITUYENTES,13,16,15993,2021,47
1095,DIPUTADOS,4,73,16606,2013,37
1096,CONCEJALES,3,159,2111,2021,1
1097,DIPUTADOS,1,25,18183,2017,8
1098,CONCEJALES,6,430,5714,2021,33
1099,CONSEJEROS REGIONALES,15,88,18046,2017,38
1100,CONVENCIONALES CONSTITUYENTES,5,71,15392,2021,45
1101,CONCEJALES,10,290,9705,2021,38
1102,ALCALDES,2,457,68,2021,38
1103,CONCEJALES,13,355,12813,2021,10
1104,CONSEJEROS REGIONALES,3,220,17156,2013,37
1105,CONCEJALES,4,222,2507,2021,38
1106,CONVENCIONALES CONSTITUYENTES,5,71,15375,2021,38
1107,CONCEJALES,7,333,6315,2021,3
1108,CONCEJALES,5,477,4399,2021,38
1109,DIPUTADOS,13,16,12698,2017,38
1110,CONCEJALES,13,435,13644,2021,0
1111,CONSEJEROS REGIONALES,13,437,19490,2017,10
1112,CONCEJALES,6,312,5135,2021,38
1113,CONVENCIONALES CONSTITUYENTES,16,24,16371,2021,3
1114,ALCALDES,10,423,978,2021,38
1115,CONSEJEROS REGIONALES,15,88,18039,2013,1
1116,DIPUTADOS,13,16,11704,2017,38
1117,CONCEJALES,13,355,12811,2021,33
1118,CONCEJALES,1,146,1497,2021,38
1119,CONCEJALES,8,482,8132,2021,0
1120,ALCALDES,13,223,1103,2021,15
1121,CONCEJALES,10,423,10203,2021,35
1122,CONSEJEROS REGIONALES,2,457,17090,2017,40
1123,CONCEJALES,6,254,4881,2021,38
1124,CONCEJALES,13,376,13044,2021,13
1125,CONCEJALES,5,113,3072,2021,6
1126,CONSEJEROS REGIONALES,5,379,3845,2017,8
1127,ALCALDES,5,384,311,2021,38
1128,CONCEJALES,10,80,9325,2021,0
1129,CONCEJALES,9,473,9215,2021,38
1130,CONCEJALES,13,293,12295,2021,38
1131,ALCALDES,13,376,1224,2021,38
1132,DIPUTADOS,5,17,16622,2013,3
1133,CONCEJALES,3,189,2159,2021,38
1134,CONCEJALES,14,267,13988,2021,8
1135,CONCEJALES,5,434,4199,2021,38
1136,CONCEJALES,13,310,12390,2021,47
1137,CONCEJALES,13,424,13539,2021,38
1138,CONCEJALES,6,246,4843,2021,38
1139,CONCEJALES,13,76,10662,2021,38
1140,CONCEJALES,16,385,14882,2021,2
1141,CONCEJALES,8,271,7616,2021,35
1142,CONCEJALES,13,444,13709,2021,0
1143,CONCEJALES,8,87,6958,2021,6
1144,ALCALDES,5,342,275,2021,38
1145,CONCEJALES,13,191,11128,2021,8
1146,CONSEJEROS REGIONALES,5,379,3553,2017,40
1147,CONCEJALES,9,451,9089,2021,38
1148,ALCALDES,8,162,647,2021,38
1149,CONSEJEROS REGIONALES,1,225,18786,2017,12
1150,CONCEJALES,7,198,6008,2021,38
1151,CONSEJEROS REGIONALES,10,316,972,2017,13
1152,CONCEJALES,9,211,8506,2021,38
1153,CONCEJALES,4,160,2448,2021,8
1154,CONCEJALES,9,404,8992,2021,6
1155,CONCEJALES,13,355,12800,2021,0
1156,CONCEJALES,13,421,13452,2021,22
1157,DIPUTADOS,13,72,18662,2017,43
1158,CONCEJALES,14,467,14228,2021,22
1159,CONCEJALES,8,298,7639,2021,38
